SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Operator 13.Utilization                     .50847     (Insuf)    .00000     1.0000     .00000    
Operator 12.NumberBusy                      .50847     (Insuf)    .00000     1.0000     .00000    
Operator 12.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 12.Utilization                     .50847     (Insuf)    .00000     1.0000     .00000    
Helper 1.NumberBusy                         .96810     (Insuf)    .00000     1.0000     1.0000    
Helper 1.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 1.Utilization                        .96810     (Insuf)    .00000     1.0000     1.0000    
Helper 3.NumberBusy                         .21338     (Insuf)    .00000     1.0000     1.0000    
Helper 3.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 3.Utilization                        .21338     (Insuf)    .00000     1.0000     1.0000    
Helper 2.NumberBusy                         .48956     (Insuf)    .00000     1.0000     .00000    
Helper 2.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 2.Utilization                        .48956     (Insuf)    .00000     1.0000     .00000    
Helper 4.NumberBusy                         .50932     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 4.Utilization                        .50932     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberBusy                       .75417     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 9.Utilization                      .75417     (Insuf)    .00000     1.0000     1.0000    
Operator 8.NumberBusy                       .21473     (Insuf)    .00000     1.0000     1.0000    
Operator 8.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 8.Utilization                      .21473     (Insuf)    .00000     1.0000     1.0000    
Operator 7.NumberBusy                       .35325     (Insuf)    .00000     1.0000     .00000    
Operator 7.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 7.Utilization                      .35325     (Insuf)    .00000     1.0000     .00000    
Operator 6.NumberBusy                       .88925     (Insuf)    .00000     1.0000     1.0000    
Operator 6.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 6.Utilization                      .88925     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberBusy                       .88925     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 5.Utilization                      .88925     (Insuf)    .00000     1.0000     1.0000    
Operator 4.NumberBusy                       .64509     (Insuf)    .00000     1.0000     .00000    
Operator 4.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 4.Utilization                      .64509     (Insuf)    .00000     1.0000     .00000    
Operator 3.NumberBusy                       .66326     (Insuf)    .00000     1.0000     1.0000    
Operator 3.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 3.Utilization                      .66326     (Insuf)    .00000     1.0000     1.0000    
Operator 2.NumberBusy                       .36559     (Insuf)    .00000     1.0000     .00000    
Operator 2.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 2.Utilization                      .36559     (Insuf)    .00000     1.0000     .00000    
Operator 1.NumberBusy                       .98069     (Insuf)    .00000     1.0000     1.0000    
Operator 1.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 1.Utilization                      .98069     (Insuf)    .00000     1.0000     1.0000    
Process 8.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 5.Queue.NumberInQueue               .00839     (Insuf)    .00000     1.0000     .00000    
Process 9.Queue.NumberInQueue               .00164     (Insuf)    .00000     1.0000     .00000    
Process 4.Queue.NumberInQueue               .00864     (Insuf)    .00000     1.0000     .00000    
Process 2.Queue.NumberInQueue               5.6626     (Insuf)    .00000     11.000     10.000    
Process 7.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 6.Queue.NumberInQueue               5.4354     (Insuf)    .00000     13.000     12.000    
Process 15.Queue.NumberInQueue              .04356     (Insuf)    .00000     1.0000     .00000    
Process 14.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 13.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 12.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 11.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 10.Queue.NumberInQueue              1.8235     (Insuf)    .00000     5.0000     5.0000    
Process 1.Queue.NumberInQueue               .22515     (Insuf)    .00000     2.0000     1.0000    
Process 3.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Process 15 Accum Wait Cost                  .00000    
Process 14 Accum Wait Cost                  .00000    
Process 13 Accum Wait Cost                  .00000    
Process 12 Accum Wait Cost                  .00000    
Process 11 Accum Wait Cost                  .00000    
Process 10 Accum Wait Cost                  .00000    
Process 5 Number Out                        32.000    
Process 3 Accum Wait Time                   .00000    
Process 6 Total Accum Cost                  28.703    
Process 4 Number Out                        32.000    
Process 9 Accum VA Cost                     5.7115    
Process 2 Total Accum Cost                  16.317    
Process 8 Accum Wait Time                   .00000    
Process 2 Number Out                        34.000    
Process 4 Accum Wait Time                   5.1851    
Process 2 Number In                         45.000    
Process 10 Number Out                       11.000    
Process 3 Number In                         33.000    
Process 8 Accum Wait Cost                   .00000    
Process 1 Accum Wait Time                   129.10    
Process 11 Number Out                       11.000    
Process 2 Total Accum Time                  3110.2    
Process 8 Accum VA Time                     125.72    
Process 7 Total Accum Time                  211.94    
Process 14 Number Out                       9.0000    
Process 2 Accum VA Cost                     16.317    
Process 6 Number In                         31.000    
Process 7 Accum VA Time                     211.94    
Process 9 Total Accum Cost                  5.7115    
Process 5 Total Accum Time                  392.08    
Process 6 Accum VA Time                     516.65    
Process 15 Number Out                       8.0000    
Process 7 Accum VA Cost                     5.8874    
Process 7 Accum Wait Cost                   .00000    
Process 15 Total Accum Time                 308.50    
Process 14 Total Accum Time                 262.09    
Process 13 Total Accum Time                 130.09    
Process 12 Total Accum Time                 125.89    
Process 11 Total Accum Time                 305.08    
Process 10 Total Accum Time                 1093.3    
Process 1 Number In                         47.000    
Process 9 Accum Wait Time                   .98537    
Process 2 Accum Wait Time                   2522.7    
Process 4 Accum Wait Cost                   .00000    
Process 12 Number Out                       10.000    
Process 7 Accum Wait Time                   .00000    
Process 5 Accum VA Time                     387.05    
Process 8 Total Accum Time                  125.72    
Process 8 Number In                         18.000    
Process 9 Number In                         17.000    
Process 5 Accum Wait Time                   5.0334    
Process 9 Accum Wait Cost                   .00000    
Process 15 Accum VA Cost                    5.5433    
Process 14 Accum VA Cost                    14.561    
Process 13 Accum VA Cost                    3.6136    
Process 12 Accum VA Cost                    2.4480    
Process 11 Accum VA Cost                    16.949    
Process 10 Accum VA Cost                    35.204    
Process 9 Total Accum Time                  294.72    
Process 6 Accum Wait Time                   1711.5    
Process 7 Number Out                        18.000    
Process 6 Number Out                        18.000    
Process 5 Accum VA Cost                     10.751    
Process 3 Total Accum Cost                  6.0931    
Process 1 Total Accum Time                  696.01    
Process 15 Accum VA Time                    285.08    
Process 14 Accum VA Time                    262.09    
Process 13 Accum VA Time                    130.09    
Process 12 Accum VA Time                    125.89    
Process 11 Accum VA Time                    305.08    
Process 10 Accum VA Time                    422.45    
Process 3 Accum VA Cost                     6.0931    
Process 5 Total Accum Cost                  10.751    
Process 2 Accum VA Time                     587.42    
Process 8 Total Accum Cost                  3.4924    
Process 13 Number Out                       10.000    
Process 3 Accum VA Time                     219.35    
Process 7 Total Accum Cost                  5.8874    
Process 1 Accum VA Time                     566.90    
Process 3 Total Accum Time                  219.35    
Process 7 Number In                         18.000    
Process 5 Number In                         32.000    
Process 15 Accum Wait Time                  23.422    
Process 14 Accum Wait Time                  .00000    
Process 13 Accum Wait Time                  .00000    
Process 12 Accum Wait Time                  .00000    
Process 11 Accum Wait Time                  .00000    
Process 10 Accum Wait Time                  670.91    
Process 4 Number In                         33.000    
Process 8 Accum VA Cost                     3.4924    
Process 5 Accum Wait Cost                   .00000    
Process 3 Accum Wait Cost                   .00000    
Process 4 Accum VA Time                     389.00    
Process 4 Accum VA Cost                     10.805    
Process 1 Accum VA Cost                     11.023    
Process 9 Accum VA Time                     293.73    
Process 4 Total Accum Cost                  10.805    
Process 8 Number Out                        17.000    
Process 1 Accum Wait Cost                   .00000    
Process 3 Number Out                        33.000    
Process 6 Total Accum Time                  2228.2    
Process 9 Number Out                        17.000    
Process 6 Accum VA Cost                     28.703    
Process 15 Total Accum Cost                 5.5433    
Process 14 Total Accum Cost                 14.561    
Process 13 Total Accum Cost                 3.6136    
Process 12 Total Accum Cost                 2.4480    
Process 11 Total Accum Cost                 16.949    
Process 10 Total Accum Cost                 35.204    
Process 6 Accum Wait Cost                   .00000    
Process 15 Number In                        9.0000    
Process 14 Number In                        10.000    
Process 13 Number In                        10.000    
Process 12 Number In                        11.000    
Process 11 Number In                        11.000    
Process 10 Number In                        17.000    
Process 2 Accum Wait Cost                   .00000    
Process 1 Total Accum Cost                  11.023    
Process 1 Number Out                        45.000    
Process 4 Total Accum Time                  394.18    
Entity 1.NumberIn                           47.000    
Entity 1.NumberOut                          8.0000    
Operator 15.NumberSeized                    10.000    
Operator 15.ScheduledUtilization            .44889    
Operator 15.BusyCost                        7.2805    
Operator 15.IdleCost                        .00000    
Operator 15.UsageCost                       .00000    
Operator 14.NumberSeized                    10.000    
Operator 14.ScheduledUtilization            .21682    
Operator 14.BusyCost                        3.6136    
Operator 14.IdleCost                        .00000    
Operator 14.UsageCost                       .00000    
Operator 16.NumberSeized                    10.000    
Operator 16.ScheduledUtilization            .44889    
Operator 16.BusyCost                        7.2805    
Operator 16.IdleCost                        .00000    
Operator 16.UsageCost                       .00000    
Operator 11.NumberSeized                    12.000    
Operator 11.ScheduledUtilization            .75417    
Operator 11.BusyCost                        11.734    
Operator 11.IdleCost                        .00000    
Operator 11.UsageCost                       .00000    
Operator 10.NumberSeized                    12.000    
Operator 10.ScheduledUtilization            .75417    
Operator 10.BusyCost                        11.734    
Operator 10.IdleCost                        .00000    
Operator 10.UsageCost                       .00000    
Operator 13.NumberSeized                    11.000    
Operator 13.ScheduledUtilization            .50847    
Operator 13.BusyCost                        8.4745    
Operator 13.IdleCost                        .00000    
Operator 13.UsageCost                       .00000    
Operator 12.NumberSeized                    11.000    
Operator 12.ScheduledUtilization            .50847    
Operator 12.BusyCost                        8.4745    
Operator 12.IdleCost                        .00000    
Operator 12.UsageCost                       .00000    
Helper 1.NumberSeized                       46.000    
Helper 1.ScheduledUtilization               .96810    
Helper 1.BusyCost                           11.023    
Helper 1.IdleCost                           .00000    
Helper 1.UsageCost                          .00000    
Helper 3.NumberSeized                       11.000    
Helper 3.ScheduledUtilization               .21338    
Helper 3.BusyCost                           2.4480    
Helper 3.IdleCost                           .00000    
Helper 3.UsageCost                          .00000    
Helper 2.NumberSeized                       17.000    
Helper 2.ScheduledUtilization               .48956    
Helper 2.BusyCost                           5.7115    
Helper 2.IdleCost                           .00000    
Helper 2.UsageCost                          .00000    
Helper 4.NumberSeized                       9.0000    
Helper 4.ScheduledUtilization               .50932    
Helper 4.BusyCost                           5.5433    
Helper 4.IdleCost                           .00000    
Helper 4.UsageCost                          .00000    
Operator 9.NumberSeized                     12.000    
Operator 9.ScheduledUtilization             .75417    
Operator 9.BusyCost                         11.734    
Operator 9.IdleCost                         .00000    
Operator 9.UsageCost                        .00000    
Operator 8.NumberSeized                     18.000    
Operator 8.ScheduledUtilization             .21473    
Operator 8.BusyCost                         3.4924    
Operator 8.IdleCost                         .00000    
Operator 8.UsageCost                        .00000    
Operator 7.NumberSeized                     18.000    
Operator 7.ScheduledUtilization             .35325    
Operator 7.BusyCost                         5.8874    
Operator 7.IdleCost                         .00000    
Operator 7.UsageCost                        .00000    
Operator 6.NumberSeized                     19.000    
Operator 6.ScheduledUtilization             .88925    
Operator 6.BusyCost                         14.351    
Operator 6.IdleCost                         .00000    
Operator 6.UsageCost                        .00000    
Operator 5.NumberSeized                     19.000    
Operator 5.ScheduledUtilization             .88925    
Operator 5.BusyCost                         14.351    
Operator 5.IdleCost                         .00000    
Operator 5.UsageCost                        .00000    
Operator 4.NumberSeized                     32.000    
Operator 4.ScheduledUtilization             .64509    
Operator 4.BusyCost                         10.751    
Operator 4.IdleCost                         .00000    
Operator 4.UsageCost                        .00000    
Operator 3.NumberSeized                     33.000    
Operator 3.ScheduledUtilization             .66326    
Operator 3.BusyCost                         10.805    
Operator 3.IdleCost                         .00000    
Operator 3.UsageCost                        .00000    
Operator 2.NumberSeized                     33.000    
Operator 2.ScheduledUtilization             .36559    
Operator 2.BusyCost                         6.0931    
Operator 2.IdleCost                         .00000    
Operator 2.UsageCost                        .00000    
Operator 1.NumberSeized                     35.000    
Operator 1.ScheduledUtilization             .98069    
Operator 1.BusyCost                         16.317    
Operator 1.IdleCost                         .00000    
Operator 1.UsageCost                        .00000    
All Entities.VACost                         177.10    
All Entities.NVACost                        .00000    
All Entities.WaitCost                       .00000    
All Entities.TranCost                       .00000    
All Entities.OtherCost                      .00000    
All Entities.TotalCost                      177.10    
All Resources.BusyCost                      177.10    
All Resources.IdleCost                      .00000    
All Resources.UsageCost                     .00000    
All Resources.TotalCost                     177.10    
System.TotalCost                            177.10    
System.NumberOut                            8.0000    

Beginning replication 7 of 10

                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 7 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Process 13.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000          9    
Process 10.TotalCostPerEntity               3.4030     (Insuf)    2.9719     3.8935         11    
Process 14.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          9    
Process 12.VACostPerEntity                  .22253     (Insuf)    .16567     .30479         10    
Process 10.WaitTimePerEntity                58.658     (Insuf)    .00000     121.86         11    
Process 13.VATimePerEntity                  13.510     (Insuf)    11.530     15.921          9    
Process 9.TotalCostPerEntity                .31920     (Insuf)    .28378     .37096         17    
Process 8.TotalCostPerEntity                .23961     (Insuf)    .14259     .38478         18    
Process 7.TotalCostPerEntity                .35619     (Insuf)    .28424     .57197         18    
Process 6.TotalCostPerEntity                1.5395     (Insuf)    1.3856     1.8199         19    
Process 5.TotalCostPerEntity                .34610     (Insuf)    .26972     .49450         30    
Process 4.TotalCostPerEntity                .33773     (Insuf)    .29500     .47122         30    
Process 3.TotalCostPerEntity                .18040     (Insuf)    .14792     .29216         31    
Process 2.TotalCostPerEntity                .50430     (Insuf)    .37545     .63557         32    
Process 1.TotalCostPerEntity                .26860     (Insuf)    .18108     .33341         43    
Process 9.VACostPerEntity                   .31920     (Insuf)    .28378     .37096         17    
Process 8.VACostPerEntity                   .23961     (Insuf)    .14259     .38478         18    
Process 7.VACostPerEntity                   .35619     (Insuf)    .28424     .57197         18    
Process 6.VACostPerEntity                   1.5395     (Insuf)    1.3856     1.8199         19    
Process 5.VACostPerEntity                   .34610     (Insuf)    .26972     .49450         30    
Process 4.VACostPerEntity                   .33773     (Insuf)    .29500     .47122         30    
Process 3.VACostPerEntity                   .18040     (Insuf)    .14792     .29216         31    
Process 2.VACostPerEntity                   .50430     (Insuf)    .37545     .63557         32    
Process 1.VACostPerEntity                   .26860     (Insuf)    .18108     .33341         43    
Process 13.VACostPerEntity                  .37529     (Insuf)    .32029     .44226          9    
Process 11.TotalCostPerEntity               1.5166     (Insuf)    1.4620     1.6253         10    
Process 15.VATimePerEntity                  36.087     (Insuf)    34.738     37.329          8    
Process 15.WaitTimePerEntity                1.4486     (Insuf)    .00000     8.4417          8    
Process 14.TotalTimePerEntity               29.501     (Insuf)    25.247     31.634          9    
Process 11.VATimePerEntity                  27.300     (Insuf)    26.317     29.257         10    
Process 13.TotalTimePerEntity               13.510     (Insuf)    11.530     15.921          9    
Process 13.TotalCostPerEntity               .37529     (Insuf)    .32029     .44226          9    
Process 14.VACostPerEntity                  1.6389     (Insuf)    1.4026     1.7574          9    
Process 11.VACostPerEntity                  1.5166     (Insuf)    1.4620     1.6253         10    
Process 11.TotalTimePerEntity               27.300     (Insuf)    26.317     29.257         10    
Process 15.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          8    
Process 9.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         17    
Process 8.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         19    
Process 5.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         30    
Process 4.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         30    
Process 3.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 2.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         32    
Process 1.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         43    
Process 13.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          9    
Process 14.VATimePerEntity                  29.501     (Insuf)    25.247     31.634          9    
Process 15.TotalTimePerEntity               37.535     (Insuf)    34.738     43.493          8    
Process 12.TotalCostPerEntity               .22253     (Insuf)    .16567     .30479         10    
Process 12.TotalTimePerEntity               11.444     (Insuf)    8.5203     15.674         10    
Process 12.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.VATimePerEntity                   16.415     (Insuf)    14.594     19.078         17    
Process 8.VATimePerEntity                   8.6261     (Insuf)    5.1332     13.852         18    
Process 7.VATimePerEntity                   12.822     (Insuf)    10.232     20.590         18    
Process 6.VATimePerEntity                   27.711     (Insuf)    24.941     32.759         19    
Process 5.VATimePerEntity                   12.459     (Insuf)    9.7101     17.802         30    
Process 4.VATimePerEntity                   12.158     (Insuf)    10.619     16.964         30    
Process 3.VATimePerEntity                   6.4942     (Insuf)    5.3251     10.517         31    
Process 2.VATimePerEntity                   18.154     (Insuf)    13.516     22.880         32    
Process 1.VATimePerEntity                   13.813     (Insuf)    9.3127     17.146         43    
Process 14.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000          9    
Process 15.TotalCostPerEntity               .70169     (Insuf)    .67546     .72585          8    
Process 11.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.TotalTimePerEntity               99.495     (Insuf)    40.714     163.68         11    
Process 9.TotalTimePerEntity                16.415     (Insuf)    14.594     19.078         17    
Process 8.TotalTimePerEntity                8.6261     (Insuf)    5.1332     13.852         18    
Process 7.TotalTimePerEntity                12.822     (Insuf)    10.232     20.590         18    
Process 6.TotalTimePerEntity                121.47     (Insuf)    31.116     206.45         19    
Process 5.TotalTimePerEntity                12.500     (Insuf)    9.7101     17.802         30    
Process 4.TotalTimePerEntity                12.207     (Insuf)    10.619     16.964         30    
Process 3.TotalTimePerEntity                6.4942     (Insuf)    5.3251     10.517         31    
Process 2.TotalTimePerEntity                80.479     (Insuf)    17.743     149.65         32    
Process 1.TotalTimePerEntity                37.234     (Insuf)    13.329     51.945         43    
Process 14.TotalCostPerEntity               1.6389     (Insuf)    1.4026     1.7574          9    
Process 15.VACostPerEntity                  .70169     (Insuf)    .67546     .72585          8    
Process 12.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         17    
Process 8.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitTimePerEntity                 93.762     (Insuf)    .00000     179.95         19    
Process 5.WaitTimePerEntity                 .04067     (Insuf)    .00000     1.2202         30    
Process 4.WaitTimePerEntity                 .04918     (Insuf)    .00000     1.4755         30    
Process 3.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 2.WaitTimePerEntity                 62.324     (Insuf)    .00000     132.82         32    
Process 1.WaitTimePerEntity                 23.420     (Insuf)    .00000     39.754         43    
Process 10.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         11    
Process 12.VATimePerEntity                  11.444     (Insuf)    8.5203     15.674         10    
Process 11.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.VACostPerEntity                  3.4030     (Insuf)    2.9719     3.8935         11    
Process 10.VATimePerEntity                  40.836     (Insuf)    35.663     46.722         11    
Entity 1.VATime                             285.42     (Insuf)    271.89     303.41          8    
Entity 1.NVATime                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitTime                           98.000     (Insuf)    .00000     192.11          8    
Entity 1.TranTime                           15.000     (Insuf)    15.000     15.000          8    
Entity 1.OtherTime                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalTime                          398.42     (Insuf)    301.53     495.99          8    
Entity 1.VACost                             11.881     (Insuf)    11.368     12.704          8    
Entity 1.NVACost                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitCost                           .00000     (Insuf)    .00000     .00000          8    
Entity 1.TranCost                           .00000     (Insuf)    .00000     .00000          8    
Entity 1.OtherCost                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalCost                          11.881     (Insuf)    11.368     12.704          8    
Process 8.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         18    
Process 8.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 5.Queue.WaitingTime                 .04067     (Insuf)    .00000     1.2202         30    
Process 5.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         30    
Process 9.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         18    
Process 9.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 4.Queue.WaitingTime                 .04760     (Insuf)    .00000     1.4755         31    
Process 4.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         31    
Process 2.Queue.WaitingTime                 64.540     (Insuf)    .00000     135.44         33    
Process 2.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         33    
Process 7.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         19    
Process 7.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         19    
Process 6.Queue.WaitingTime                 98.490     (Insuf)    .00000     188.31         20    
Process 6.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         20    
Process 15.Queue.WaitingTime                1.2876     (Insuf)    .00000     8.4417          9    
Process 15.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000          9    
Process 14.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000          9    
Process 14.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000          9    
Process 13.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         10    
Process 13.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 12.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         10    
Process 12.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 11.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         11    
Process 11.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         11    
Process 10.Queue.WaitingTime                65.399     (Insuf)    .00000     139.54         12    
Process 10.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         12    
Process 1.Queue.WaitingTime                 23.727     (Insuf)    .00000     39.754         44    
Process 1.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         44    
Process 3.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         32    
Process 3.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         32    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Entity 1.WIP                                21.782     (Insuf)    .00000     39.000     39.000    
Operator 15.NumberBusy                      .44252     (Insuf)    .00000     1.0000     .00000    
Operator 15.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 15.Utilization                     .44252     (Insuf)    .00000     1.0000     .00000    
Operator 14.NumberBusy                      .21988     (Insuf)    .00000     1.0000     1.0000    
Operator 14.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 14.Utilization                     .21988     (Insuf)    .00000     1.0000     1.0000    
Operator 16.NumberBusy                      .44252     (Insuf)    .00000     1.0000     .00000    
Operator 16.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 16.Utilization                     .44252     (Insuf)    .00000     1.0000     .00000    
Operator 11.NumberBusy                      .77150     (Insuf)    .00000     1.0000     1.0000    
Operator 11.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 11.Utilization                     .77150     (Insuf)    .00000     1.0000     1.0000    
Operator 10.NumberBusy                      .77150     (Insuf)    .00000     1.0000     1.0000    
Operator 10.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 10.Utilization                     .77150     (Insuf)    .00000     1.0000     1.0000    
Operator 13.NumberBusy                      .47617     (Insuf)    .00000     1.0000     1.0000    
Operator 13.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 13.Utilization                     .47617     (Insuf)    .00000     1.0000     1.0000    
Operator 12.NumberBusy                      .47617     (Insuf)    .00000     1.0000     1.0000    
Operator 12.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 12.Utilization                     .47617     (Insuf)    .00000     1.0000     1.0000    
Helper 1.NumberBusy                         .99320     (Insuf)    .00000     1.0000     1.0000    
Helper 1.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 1.Utilization                        .99320     (Insuf)    .00000     1.0000     1.0000    
Helper 3.NumberBusy                         .19074     (Insuf)    .00000     1.0000     .00000    
Helper 3.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 3.Utilization                        .19074     (Insuf)    .00000     1.0000     .00000    
Helper 2.NumberBusy                         .47250     (Insuf)    .00000     1.0000     1.0000    
Helper 2.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 2.Utilization                        .47250     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberBusy                         .49428     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 4.Utilization                        .49428     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberBusy                       .77150     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 9.Utilization                      .77150     (Insuf)    .00000     1.0000     1.0000    
Operator 8.NumberBusy                       .25878     (Insuf)    .00000     1.0000     .00000    
Operator 8.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 8.Utilization                      .25878     (Insuf)    .00000     1.0000     .00000    
Operator 7.NumberBusy                       .39076     (Insuf)    .00000     1.0000     1.0000    
Operator 7.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 7.Utilization                      .39076     (Insuf)    .00000     1.0000     1.0000    
